! temp [C], Att [m]
! little america
-30.021468002453478, 307.29973734361465
-19.998063037372614, 231.4343725658705
-9.988701051340268, 164.12476957060818
! iceland
-30.013307650643675, 834.9140915011483
-20.00321033620649, 526.4935254554697
-9.992987477895309, 325.41518214245224
! abbyland
-30.00048424065684, 1077.304089513285
-20.005183168512154, 721.4545142835653
-10.038757187386778, 485.92267366974033
